product_id,Product_Prices,Original_Crawled_URLs,Raw_Entire_Dataset,Product_Classes,Raw_Product_Categories
82989,1399,http://www.teknosa.com/urunler/125043780/toshiba-w30dt-a-104-tablet-pc,TOSHIBA W30DT-A-104 TABLET PC,171,BİLGİSAYAR > TABLET PC
83783,82,http://www.vatanbilgisayar.com/atr-17-46-128-cm-tasima-cantali-tribod.html,ADDISON ATR-17 46-128 CM TAŞIMA ÇANTALI TRİBOD,245,Tüketici Elektroniği > Fotoğraf Makinesi Lensleri > Tripod > ADDISON
85391,2317,http://www.ereyon.com.tr/urun/nikon-d7000-18-105mm.aspx,"Nikon D7000 16.2 Mp 3"" LCD 18-105mm VR Lens Dijital SLR Fotoğraf Makinesi",242,Foto & Kamera > Dijital SLR Fotoğraf Makineleri
85447,9456,http://www.ereyon.com.tr/urun/nikon-d810-body-36-3mp.aspx,"Nikon D810 Body 36,3 MP 3,2'' LCD Dijital Fotoğraf Makinesi",262,Foto & Kamera > Dijital SLR Fotoğraf Makineleri
86372,8999,http://www.kliksa.com/urun/lg-65ub980v-4k-uhd-dvb-s2t2c-3d-smart-led-tv-2-gozluk/902100089,LG 65UB980V 4K UHD DVB-S2/T2/C 3D SMART LED TV + 2 GÖZLÜK,75,TV & Görüntü Sistemleri > Televizyon
86543,17,http://www.pcdepo.com/frisby-fcr-40p-all-in-one-usb-kart-okuyucu,FRISBY FCR-40P ALL IN ONE USB KART OKUYUCU,187,FRISBY FCR-40P ALL IN ONE USB KART OKUYUCU
87079,54,http://www.kliksa.com/urun/logitech-920-005789-mk240-tr-wireless-klavye-mouse-seti/901941354,LOGITECH 920-005789 MK240 TR WIRELESS KLAVYE & MOUSE SETİ,179,Bilgisayar > Çevre Birimleri > Klavye & Mouse Setleri
87909,1999,http://www.kliksa.com/urun/lg-42lb670v-dvb-s2t2c-3d-fhd-smart-led-tv-2-gozluk/902048747,LG 42LB670V DVB-S2/T2/C 3D FHD SMART LED TV+2 Gözlük,70,TV & Görüntü Sistemleri > Televizyon
88359,616,http://www.eksenbilgisayar.com/store/ProductDetails.aspx?productid=104005,CORSAIR Graphite Series 780T CC-9011059-WW Power Yok USB Ses Beyaz Kasa,67,Bilgisayar Bileşenleri > Kasa
89075,8999,http://www.gold.com.tr/lg-65ub980v-ultra-hd-3d-smart-led-tv_u,LG 65UB980V Ultra HD 3D Smart LED TV - 2 Adet 3D Gözlük Hediye...,75,Elektronik > Televizyon > Televizyonlar
89148,373,http://www.eksenbilgisayar.com/store/ProductDetails.aspx?productid=98245,CORSAIR Hydro H100i Performans Sıvı Soğutma Sistemi LGA 1155/1136/2011/1156/AMD/AM2/AM3/FM1/FM2,16,Bilgisayar Bileşenleri > Overclock ve Soğutma > Sıvı Soğutma
89342,279,"http://www.mediamarkt.com.tr/mcs/product/PHILIPS-GC4860-37-Azur-2600-W-SteamGlide-Tabanlı-Buharlı-Ütü,103452,465748,1474835.html?langId=-14",PHILIPS GC4860/37 Azur 2600 W SteamGlide Tabanlı Buharlı Ütü,145,Ev Aletleri & Yaşam > Ütüler > Buharlı Ütü
89753,1449,http://www.kliksa.com/urun/sony-xperia-z2-beyaz-akilli-telefon/902162575,Sony Xperia Z2 Beyaz Akıllı Telefon,93,Telefon > Akıllı Telefonlar
89755,969,http://www.kliksa.com/urun/sony-xperia-m2-cift-sim-siyah-akilli-telefon/902158972,Sony Xperia M2 Çift Sim Siyah Akıllı Telefon,38,Telefon > Akıllı Telefonlar
91010,112,http://www.eksenbilgisayar.com/urun/corsair-value-select--cmv4gx3m1a1333c9--4-gb-ddr3-1333mhz-cl9.aspx,CORSAIR Value Select (CMV4GX3M1A1333C9) 4 GB DDR3-1333MHz CL9,94,Bilgisayar Bileşenleri > Bellek > Masaüstü
91032,209,http://www.bedavacim.com.tr/PHILIPS-20-203V5LSB26-62-5MS-GENC4B0C59E-PARLAK-SC4B0YAH-LED-MONC4B0TC396R_18157.html,"PHILIPS 20"" 203V5LSB26/62 5MS GENİŞ PARLAK SİYAH LED MONİTÖR",31,Bilgisayar > Cevre Birimleri > Monitörler
91179,135,http://www.ereyon.com.tr/store/ProductDetails.aspx?productid=10527546,WORLD OF WARCRAFT WARLORDS OF DRAENOR PC,128,Hobi & Oyun Konsolları > Oyun&Oyun Konsolu > Bilgisayar Oyunları
91507,1299,http://www.bimeks.com.tr/urun/128490/canon-eos-600d-18-55mm-dc-kit-.aspx,Canon EOS 600D 18-55mm DC Kit,260,Dijital Yaşam > SLR Fotoğraf Makinesi > Canon EOS 600D 18-55mm DC Kit
91540,189,http://www.bedavacim.com.tr/PHILIPS-18-5-193V5LSB2-62-5MS-GENC4B0C59E-SC4B0YAH-LED-MONC4B0TC396R_18158.html,"PHILIPS 18.5"" 193V5LSB2/62 5MS GENİŞ SİYAH LED MONİTÖR",156,Bilgisayar > Cevre Birimleri > Monitörler
91739,24,http://www.ereyon.com.tr/store/ProductDetails.aspx?productid=10551239,PC HARRY POTTER AND THE DEATHLY HALLOWS PART 2,109,Hobi & Oyun Konsolları > Oyun&Oyun Konsolu > Bilgisayar Oyunları
91862,629,"http://www.istanbulbilisim.com.tr/panasonic-hc-v100-siyah-full-hd-video-kamera-fiyati,35282.html",Panasonic HC-V100 Siyah Full HD Video Kamera,107,Video Kamera > PANASONIC
94426,18,"http://www.istanbulbilisim.com.tr/snopy-sn-50-kirmizi-siyah-mikrofonlu-kulaklik-fiyati,140110.html",Snopy SN-50 Kırmızı/siyah Mikrofonlu Kulaklık,121,Kulaklık > Snopy
94428,135,"http://www.istanbulbilisim.com.tr/logitech-981-000540-g230-gaming-kablolu-headset-fiyati,105819.html",Logitech 981-000540 G230 Gaming Kablolu Headset,212,Kulaklık > Logitech
94465,199,http://www.gold.com.tr/hp-deskjet-2645-ink-advantage-faks-fotokopi-tarayici-yazici-d4h22c_u,HP Deskjet 2645 Ink Advantage Faks/Fotokopi/Tarayıcı/Yazıcı D4H22C,40,Bilgisayar > Yazıcı > Çok İşlevli Mürekkep Püskürtmeli
94490,52,"http://www.istanbulbilisim.com.tr/logitech-mk240-kablosuz-klavye-mouse-920-005789-fiyati,73580.html",Logitech MK240 Kablosuz Klavye Mouse 920-005789,179,Klavye & Mouse Setleri > LOGITECH
94629,54,http://www.gold.com.tr/hp-cb324ee-no-364xl-kirmizi-kartus_u,Hp CB324EE No:364XL Kırmızı Kartuş,123,Bilgisayar > Sarf Malzemeler > Mürekkep - Kartuş
94924,56,http://www.gold.com.tr/hp-c8721e-no-363-siyah-murekkep-kartus_u,Hp C8721E No:363 Siyah Mürekkep Kartuş,98,Bilgisayar > Sarf Malzemeler > Mürekkep - Kartuş
95123,317,http://www.netsiparis.com/asus-memo-pad-me176cx-1b008a-tablet,ASUS Memo Pad ME176CX-1B008A Tablet,186,Bilgisayar > Bilgisayar-Dizüstü > Tabletler > Asus
95547,229,"http://www.mediamarkt.com.tr/mcs/product/GOLDMASTER-Ranger-HD-PLUS-PVR-Dijital-Uydu-Alıcısı,103452,465033,1360073.html?langId=-14",GOLDMASTER Ranger HD PLUS PVR Dijital Uydu Alıcısı,53,Tv & Ses > Uydu Sistemleri > Uydu Alıcılar
95561,49,"http://www.mediamarkt.com.tr/mcs/product/ROADSTAR-RDH654-180-W-Oto-Hoparlör,103452,502991,1344001.html?langId=-14",ROADSTAR RDH654 180 W Oto Hoparlör,226,Tv & Ses > Oto Ses Sistemleri > Hoparlör
95643,19,http://www.webdenal.com/snopy-sn-50_696883.html,Sn-50 Mikrofonlu Kulaklık Kırmızı/siyah,121,Fotoğraf / Elektronik > Kulaklık > Kulak Üstü Kulaklık
96024,15,http://www.vatanbilgisayar.com/pc-company-of-heroesgoty.html,PC COMPANY OF HEROES:GOTY,157,Yazılım > Oyunlar > PC > ARAL
96034,199,http://www.bimeks.com.tr/urun/125567/goldmaster-ranger-full-hd-plus.aspx,Goldmaster Ranger FULL HD Plus,53,Dijital Yaşam > Görüntü & Ses Sistemleri > Uydu Alıcı > Goldmaster Ranger FULL HD Plus
97641,297,http://www.webdenal.com/nikon-s2800b_703519.html,"Coolpıx-s2800b 20mp 5x Optik 2.7"" Lcd 720p Dijital Kompakt Siyah",117,Fotoğraf / Elektronik > Dijital Fotoğraf Makinesi
98016,54,http://www.webdenal.com/logitech-z150-980-000814_627164.html,Z150 1+1 Siyah Speaker 6w 980-000814,23,Bilgisayar Ürünleri > Çevre Birimleri > Hoparlörler
98124,71,http://www.hizlial.com/cooler-master-rr-vtps-28pk-r1-amd-intel-vortex-plus-cpu-fan/10547584,Cooler Master RR-VTPS-28PK-R1 Amd + İntel Vortex Plus CPU Fan,141,Bilgisayar > Bilgisayar Bileşenleri > İşlemci Soğutucuları
98312,1799,http://www.kliksa.com/urun/samsung-g850-galaxy-alpha-beyaz-akilli-telefon/902278119,Samsung G850 Galaxy Alpha Beyaz Akıllı Telefon,9,Telefon > Akıllı Telefonlar
98411,40,http://www.gold.com.tr/hp-933xl-camgobegi-officejet-murekkep-kartusu-cn054a-_u,HP 933XL Camgöbeği Officejet Mürekkep Kartuşu (CN054A),20,Bilgisayar > Sarf Malzemeler > Mürekkep - Kartuş
98434,111,http://www.gold.com.tr/hp-c4906ae-940xl-siyah-kartus_u,Hp C4906AE 940XL Siyah Kartuş - HP Officejet Pro 8000 / HP Officejet Pro 8500,172,Bilgisayar > Sarf Malzemeler > Mürekkep - Kartuş
98690,14,http://www.gold.com.tr/s-link-slx-971-usb2-0-3m-altin-yazici_u,S-link Slx-971 Usb2.0 3m Altin Yazici,14,Bilgisayar > Bilgisayar Aksesuarları > Kablolar
99115,53,http://www.hizlial.com/x360-kinect-sports-ultimate/10265398,X360 KINECT SPORTS ULTIMATE,129,Oyun & Oyun Konsolu > Oyunlar > X 360 Oyunları
99119,72,http://www.hizlial.com/x360-medal-of-honor-warfighter-limited-edition/10265352,X360 MEDAL OF HONOR WARFIGHTER LIMITED EDITION,62,Oyun & Oyun Konsolu > Oyunlar > X 360 Oyunları
99323,142,http://www.netsiparis.com/edifier-image-series-aurora-aurora-pp-tutku-pembesi-22w-rms-2-1-notebook-ses-sistemi,"EDIFIER Image Series Aurora AURORA-PP, Tutku Pembesi, 22W RMS, 2.1 Notebook Ses Sistemi",220,Bilgisayar > Bilgisayar Parçaları > Hoparlör/Kulaklık/Ses > 2+1 Hoparlörler > Edifier
99588,1241,http://www.vatanbilgisayar.com/optimum-l-3-kva-1_1-lcd-online-ups.html,POWERSONIC OPTIMUM L 3 KVA 1/1 LCD ONLINE UPS,114,Çevre Birimleri > Kesintisiz Güç Kaynakları > On Line > POWERSONIC
99594,57,"http://www.istanbulbilisim.com.tr/logitech-980-000814-z150-2-0-speaker-fiyati,139164.html",Logitech 980-000814 Z150 2.0 Speaker,23,Hoparlör (speaker) > Logitech
99595,70,"http://www.istanbulbilisim.com.tr/crea-a120-creative-hoparlor-speaker-en-ucuz-fiyatlari,64981.html","Creative CREA-A120 / 9W RMS, 2+1,Ahşap Subwoofer Speaker (Siyah)",25,Hoparlör (speaker) > Creative
99913,19,http://www.kliksa.com/urun/transcend-8gb-sdhccard/900121789,Transcend 8GB SDHCCard,34,Fotoğraf Makinesi ve Kamera > Hafıza Kartları
100129,2849,"http://www.mediamarkt.com.tr/mcs/product/APPLE-iPhone-6-Plus-16-GB-Uzay-Grisi-Akıllı-Telefon,103452,504172,1505501.html?langId=-14",APPLE iPhone 6 Plus 16 GB Uzay Grisi Akıllı Telefon,48,Telefon > Cep Telefonları > Akıllı Telefon
100167,141,http://www.netsiparis.com/logitech-g230-gaming-kablolu-headset-981-000540,LOGITECH G230 GAMING KABLOLU HEADSET 981-000540,212,Bilgisayar > Bilgisayar Parçaları > Hoparlör/Kulaklık/Ses > Kulaklık/Mikrofon > Logitech
100574,2599,http://www.kliksa.com/urun/nikon-d7000-18-105mm-vr-kit-dijital-fotograf-makinesi/902048291,NIKON D7000 18-105MM VR KIT DİJİTAL FOTOĞRAF MAKİNESİ,242,Fotoğraf Makinesi ve Kamera > Fotoğraf Makinesi > DSLR
100627,25,http://www.kliksa.com/urun/sandisk-16-gb-class-10-ultra-sd-hafiza-karti-sdsdu-016g-u46/900185422,SANDISK 16 GB CLASS 10 ULTRA SD HAFIZA KARTI SDSDU-016G-U46,95,Fotoğraf Makinesi ve Kamera > Hafıza Kartları
100715,647,http://www.hizlial.com/avermedia-live-gamer-portable-c875/10316918,Avermedia Live Gamer Portable (C875),111,Bilgisayar > Çevre Birimleri > Tv Kartları
100990,204,http://www.hizlial.com/philips-185-193v5lsb262-5ms-genis-ekran-siyah-led-monitor/10302381,"Philips 18.5"" 193V5LSB2/62 5ms Geniş Ekran Siyah Led Monitör",156,Bilgisayar > Çevre Birimleri > Monitörler
100991,234,http://www.hizlial.com/philips-195-203v5lsb2662-5ms-genis-ekran-siyah-led-monitor/10301691,"Philips 19,5"" 203V5LSB26/62 5ms Geniş Ekran Siyah Led Monitör",31,Bilgisayar > Çevre Birimleri > Monitörler
101039,11,"http://www.istanbulbilisim.com.tr/s-link-slx-m921-5m-kilifli-metal-uclu-kablo-fiyati,141948.html",S-link SLX-M921 5m Kılıflı Metal Uçlu Kablo,224,Antenler / Kablolar > S-Link
101498,63,http://www.gold.com.tr/canon-cli-551c-mavi-kartus_u,Canon CLI-551C Mavi Kartuş,10,Bilgisayar > Sarf Malzemeler > Mürekkep - Kartuş
101499,125,http://www.gold.com.tr/canon-cli-521-c-m-y-multipack-murekkep-kartusu_u,Canon CLI-521/C/M/Y Multipack Mürekkep Kartuşu,190,Bilgisayar > Sarf Malzemeler > Mürekkep - Kartuş
101520,46,http://www.gold.com.tr/canon-cli-526-bk-siyah-kartus_u,Canon Cli-526 Bk Siyah Kartuş,180,Bilgisayar > Sarf Malzemeler > Mürekkep - Kartuş
101775,37,"http://www.istanbulbilisim.com.tr/hp-933xl-mavi-murekkep-kartusu-cn054a-fiyati,120255.html",HP 933XL Mavi Mürekkep Kartuşu - CN054A,20,Mürekkep Kartuşları > HP
101866,64,http://www.gold.com.tr/logitech-980-000815-z-150-white-hoparlor_u,Logitech 980-000815 Z-150 White Hoparlör,23,Bilgisayar > Çevre Birimleri > Hoparlör
102090,1349,http://www.hizlial.com/toshiba-c50-b-13h-n2830-216ghz-4gb-750gb-156-windows-81-notebook/10467866,"TOSHIBA C50-B-13H N2830 2.16GHz 4GB 750GB 15.6"" Windows 8.1 Notebook",1,Bilgisayar > Taşınabilir Bilgisayarlar
102663,869,http://www.webdenal.com/sony-xperia-m2-aqua-siyah_740609.html,"Xperia M2 Aqua Qualcomm® Snapdragon? 400 1.2 Ghz 1 Gb 8 Gb 8 Mp 4.8"" Android 4.4 Siyah",38,Telefon > Cep Telefonu
102983,343,http://www.ereyon.com.tr/urun/microsoft-gza-00277-office-mac-home-student-2011.aspx,Microsoft Office 2011 Home Student Mac İngilizce Kutu / GZA-00277,64,Bilgisayar > Yazılım Ürünleri > Ofis Yazılımları
103058,79,http://www.kliksa.com/urun/tec-supports-vento-m-10-32-tam-donus-kabiliyetli-duvar-aski-aparati/900153584,TEC-SUPPORTS VENTO-M (10 -32 ) TAM DÖNÜŞ KABİLİYETLİ DUVAR ASKI APARATI,8,TV & Görüntü Sistemleri > TV Sehpa & Askı & Stand
103916,199,http://www.kliksa.com/urun/goldmaster-mini-ranger-plus-full-hd-pvr-uydu-alici/900369389,GOLDMASTER MINI RANGER PLUS FULL HD PVR UYDU ALICI,53,TV & Görüntü Sistemleri > Uydu Sistemleri > Uydu Alıcıları
105355,27,"http://www.mediamarkt.com.tr/mcs/product/HAMA-HM-121908-6-lı-2-m-Akım-Korumalı-Priz-Beyaz,103452,504211,1458845.html?langId=-14",HAMA HM 121908 6 lı 2 m Akım Korumalı Priz Beyaz,51,Tv & Ses > Ses Aksesuar > Akım Koruyucu Prizler
105641,514,http://www.exa.com.tr/corsair/sabit_diskler/corsair_force-327-20626.html,Corsair Force GS 240 GB SSD Disk CSSD-F240GBGS-BK,197,Bilg.Parçaları > Sabit Diskler
106457,149,"http://www.mediamarkt.com.tr/mcs/product/DE-LONGHI-ICM15250-Mekanik-Filtre-Kahve-Makinesi,103452,504069,868360.html?langId=-14",DE LONGHI ICM15250 Mekanik Filtre Kahve Makinesi,127,Ev Aletleri & Yaşam > Kahve & Çay Yapma > Türk Kahve Makineleri & Cezveler
106553,267,http://www.gold.com.tr/wd-wdbluz0010bsl-my-passport-1tb-tasinabilir-disk_u,"WD WDBLUZ0010BSL My Passport 1TB Taşınabilir Disk - 2,5inc 3.0 - Mac için",222,Bilgisayar > Veri Depolama > Taşınabilir Disk
106750,2650,http://www.incehesap.com/apple-iphone-6-plus-16gb-fiyati-25358/,Apple iPhone 6 Plus 16GB Uzay Gri Cep Telefonu (MGA82TU/A),48,Telefon > Cep Telefonu
106892,338,http://www.ereyon.com.tr/urun/asus-me176cx-1a008a-tablet.aspx,"Asus ME176CX-1A008A Atom Z3745 1.86GHz 1Gb 8Gb 7"" IPS Lcd Android 4.4 Çift Cam Siyah Tablet",186,Bilgisayar > Bilgisayarlar > Tablet
106904,998,http://www.ereyon.com.tr/urun/samsung-galaxy-tab-s-t800-16gb-tablet.aspx,"Samsung Galaxy Tab S T800 16GB 10.5""",112,Bilgisayar > Bilgisayarlar > Tablet
107716,899,http://www.hizlial.com/sony-xperia-m2-aqua-siyah/10575353,Sony Xperia M2 Aqua Siyah,38,Telefon > Akıllı Telefonlar
107990,1849,http://www.hizlial.com/sony-xperia-z2-beyaz/10381030,Sony Xperia Z2 Beyaz,93,Telefon > Akıllı Telefonlar
108111,1246,http://www.netsiparis.com/asus-poseidon-gtx780-p-3gd5-3gb-gddr5-384-bit-ekran-karti,ASUS Poseidon GTX780-P-3GD5 3GB GDDR5 384 Bit Ekran Kartı,90,Bilgisayar > Bilgisayar Parçaları > Ekran Kartı > PCI-Exp NVidia > Asus
109481,28,http://www.webdenal.com/sandisk-sdsdu-016g-u46_433111.html,16gb Ultra Sd Kart Cl10 (sdsdu-016g-u46),95,Fotoğraf / Elektronik > Hafıza Kartı > SD Bellek
109864,10,http://www.webdenal.com/frisby-fcr-40p_455781.html,Fcr-40p 4 In 1 Card Reader Ext,187,Fotoğraf / Elektronik > Hafıza Kartı > Kart Okuyucular
109964,2849,http://www.kliksa.com/urun/apple-iphone-6-plus-16-gb-silver-akilli-telefon/902214190,Apple iPhone 6 Plus 16 GB Silver Akıllı Telefon,48,Telefon > Akıllı Telefonlar
110052,16,http://www.hizlial.com/addison-hdd-130-mavi-25-hdd-kilifi/10426628,Addison HDD-130 Mavi 2.5 Hdd Kılıfı,4,Bilgisayar > Bilgisayar Aksesuarlar > Çantalar
110084,34,http://www.vatanbilgisayar.com/16-gb-sd-ultra-c10--30mb_sn-hafiza-karti.html,SANDISK 16 GB SD ULTRA C10 30Mb/sn HAFIZA KARTI SDSDU-016G-U46,95,Tüketici Elektroniği > Hafıza Kartı > SDHC > SANDISK
110181,142,http://www.vatanbilgisayar.com/kingston-4gb-hyperx-savage-red-ddr3-1600mhz-cl9-pc-ram.html,Kingston 4GB Hyperx Savage RED DDR3 1600MHz CL9 PC Ram HX316C9SR/4,146,OEM Ürünleri > Bellekler > PC > KINGSTON
110250,2999,http://www.vatanbilgisayar.com/ek-gn100-galaxy-nx-fotograf-makinesi.html,SAMSUNG EK-GN100 GALAXY NX FOTOĞRAF MAKİNESİ,42,Tüketici Elektroniği > Fotoğraf Makinesi > Dijital Kompakt > SAMSUNG
110949,10,"http://www.istanbulbilisim.com.tr/s-link-slx-990-rj-45-8p8c-25lik-jack-fiyati,141940.html",S-link SLX-990 RJ-45 8P8C 25lik Jack,267,Antenler / Kablolar > S-Link
111036,699,http://www.vatanbilgisayar.com/p510-161-mp-3-lcd-dijital-fotograf-makinesi-gumus.html,"P510 16.1 MP 3"" LCD DIJITAL FOTOĞRAF MAKİNESİ (GÜMÜŞ)",132,Tüketici Elektroniği > Fotoğraf Makinesi > Dijital Kompakt > NIKON
111050,9699,http://www.vatanbilgisayar.com/nikon-d810-32-363-mp-dslr-fotograf-makinesi-body.html,"NIKON D810 3.2"" 36.3 MP DSLR FOTOĞRAF MAKİNESİ (BODY)",262,Tüketici Elektroniği > Fotoğraf Makinesi > Dijital SLR > NIKON
111243,549,http://www.vatanbilgisayar.com/s800c-16-mp-35-lcd-ekran-dijital-fotograf-makinesibeyaz.html,"NIKON S800C 16 MP 3,5"" LCD EKRAN DIJITAL FOTOĞRAF MAKİNESİ(BEYAZ)",78,Tüketici Elektroniği > Fotoğraf Makinesi > Dijital Kompakt > NIKON
111244,399,http://www.vatanbilgisayar.com/coolpix-s5200-16-mp-3-lcd-ekran-dijital-fotograf-makinesi-kirmizi.html,"NIKON COOLPIX S5200 16 MP 3"" LCD EKRAN DIJITAL FOTOĞRAF MAKİNESİ (KIRMIZI) VNA282E1",60,Tüketici Elektroniği > Fotoğraf Makinesi > Dijital Kompakt > NIKON
111525,239,"http://www.mediamarkt.com.tr/mcs/product/FAKIR-RF-9-Turbo-2300W-Fanlı-9-Dilim-Yağlı-Radyatör,103452,465756,1500719.html?langId=-14",FAKIR RF 9 Turbo 2300W Fanlı 9 Dilim Yağlı Radyatör,227,Ev Aletleri & Yaşam > Isıtma & Soğutma > Infrared Isıtıcılar
111532,299,"http://www.mediamarkt.com.tr/mcs/product/FAKIR-RH-12-2800W-12-Dilim-Halojenli-Yağlı-Radyatör,103452,465756,1500687.html?langId=-14",FAKIR RH 12 2800W 12 Dilim Halojenli Yağlı Radyatör,183,Ev Aletleri & Yaşam > Isıtma & Soğutma > Infrared Isıtıcılar
112082,231,http://www.netsiparis.com/airties-air-5750-1200-mbps-4-port-kablosuz-adsl2--vdsl2-modem,"AIRTIES Air 5750 1200 Mbps 4P Kablosuz, ADSL2-VDSL2 Modem",76,Bilgisayar > Bilgisayar Parçaları > Modem Adsl > Kablosuz Adsl > Airties
113299,11,http://www.hizlial.com/s-link-slx-422-2m-dijital-optik-ses-kablosu/10463660,S-link SLX-422 2m Dijital Optik Ses Kablosu,214,Bilgisayar > Bilgisayar Aksesuarlar > Kablolar
113813,28,http://www.webdenal.com/s-link-slx-35a_740820.html,Slx-35a Usb 3.0 Internal,235,Fotoğraf / Elektronik > Hafıza Kartı > Kart Okuyucular
114826,263,"http://www.istanbulbilisim.com.tr/cooler-master-rs550-80gaj3-eu-550w-silent-pro-gold-active-pfc-fiyati,110045.html",Cooler Master RS550-80GAJ3-EU 550W Silent Pro Gold Active PFC Power Supply,268,Power Supply > COOLER MASTER
114943,241,"http://www.istanbulbilisim.com.tr/xigmatek-ccc-ae37bs-u51-asgard-pro-500w-siyah-usb-3-0-2-12cm-fan-fiyati,110053.html",Xigmatek CCC-AE37BS-U51 ASGARD PRO 500W Siyah Usb 3.0 2*12cm Fan Kasa,44,Bilgisayar Kasası > XİGMATEK
115044,509,http://www.hizlial.com/asus-dsl-ac68u-cift-bant-kablosuz-ac1900-gigabit-adslvdsl-modem-router/10393093,Asus DSL-AC68U Çift Bant Kablosuz-AC1900 Gigabit ADSL/VDSL Modem Router,142,Bilgisayar > Ağ Ürünleri & Modemler > Modemler
115520,949,http://www.vatanbilgisayar.com/dschx60vbe32-204-mp-3-lcd-ekran-dijital-fotograf-makinesi.html,"SONY DSCHX60VB.E32 20.4 MP 3"" LCD EKRAN DIJITAL FOTOĞRAF MAKİNESİ",200,Tüketici Elektroniği > Fotoğraf Makinesi > Dijital Kompakt > SONY
115650,1729,http://www.hizlial.com/apple-ipad-air-2-97-64gb-tablet-mh182tua-gold/10516131,"Apple iPad Air 2 9,7'' 64GB Tablet MH182TU/A Gold",246,Bilgisayar > Tablet & Aksesuarları > Tablet
115679,1085,http://www.gold.com.tr/samsung-galaxy-tab-s-t800-16gb-10-5inc-tablet-pc_u,Samsung Galaxy Tab S T800 16GB 10.5inc Tablet PC,112,Bilgisayar > Bilgisayarlar > Tablet PC
116550,365,http://www.eksenbilgisayar.com/store/ProductDetails.aspx?productid=102071,Microsoft Office 2011 for Mac English Kutu Home & Student GZA-00277,64,Yazılım > Ofis - Uygulama Yazılımları
116753,2999,http://www.gold.com.tr/samsung-galaxy-nx-ek-gn100-siyah-dslr-fotograf-makinesi_u,Samsung Galaxy NX EK-GN100 Siyah DSLR Fotoğraf Makinesi - 32 GB Hafıza Kartı + Çanta HEDİYE,42,Foto&Kamera > SLR Fotoğraf Makinesi
117271,1218,http://www.vatanbilgisayar.com/lenovo-g5045-amd-a6-18ghz-4gb-500gb-156-2gb-w81-notebook-bilgisayar.html,LENOVO G5045 AMD A6 1.8GHZ-4GB-500GB-15.6'-2GB-W8.1 NOTEBOOK BILGISAYAR,155,Bilgisayar > Notebook > LENOVO
117492,64,http://www.exa.com.tr/logitech/klavye_setler/logitech_mk240-338-20840.html,Logitech MK240 Kablosuz Klavye Mouse 920-005789,179,Bilg.Parçaları > Klavye Setler
117504,75,http://www.gold.com.tr/asus-rt-n10e-lx-router_u,Asus RT-N10E LX Router - 150MBPS Kablosuz-N 4Port,213,Bilgisayar > Ağ & Modem > Access Point - Router
118257,167,"http://www.istanbulbilisim.com.tr/cooler-master-rr-t812-24pk-r2-intel-amd-tpc-812-v2-cpu-fan-fiyati,141727.html",Cooler Master RR-T812-24PK-R2 İntel/Amd TPC-812 V2 CPU Fan,189,Soğutucu(Fan) > Cooler Master
118521,1399,http://www.vatanbilgisayar.com/toshiba-w30dt-amd-a4-1200-10ghz-4gb-500gb-2gb-133-w8-notebook.html,"TOSHIBA W30DT AMD A4-1200 1.0GHZ-4GB-500GB-2GB-13.3""-W8 NOTEBOOK W30Dt-A-104",171,Bilgisayar > Notebook > 2’si 1 Arada > TOSHIBA
118847,144,"http://www.istanbulbilisim.com.tr/zalman-cnps11x-performa-120mm-v-tipi-cift-isi-lga2011-cpu-fan-fiyati,142030.html",Zalman CNPS11X PERFORMA 120mm V-tipi Çift Isı LGA2011 CPU Fan,203,Soğutucu(Fan) > Zalman
119172,303,http://www.exa.com.tr/coolermaster/power_supply/cooler_master-343-22174.html,Cooler Master 550W RS550-80GAJ3-EU Güç Kaynağı,268,Bilg.Parçaları > Power Supply
120742,200,http://www.vatanbilgisayar.com/ps3-dragon-age-inquisition.html,PS3 DRAGON AGE INQUISITION,21,Yazılım > Oyunlar > Ps3 > ARAL
120925,13,http://www.gold.com.tr/snopy-sn-10b-ipod-ipad-iphone-mp3-superbass-kulaklik_u,Snopy SN-10B iPod+iPad+iPhone+mp3 Süperbass Kulaklık,103,Bilgisayar > Çevre Birimleri > Kulaklık
121224,277,http://www.eksenbilgisayar.com/urun/airties-air-5750-1200-mbps-4-port-kablosuz-adsl2-vdsl2-modem.aspx,AIRTIES Air 5750 1200 Mbps 4 Port Kablosuz ADSL2+/ VDSL2 Modem,76,İnternet - Ağ Ürünleri > Modem
121663,219,"http://www.mediamarkt.com.tr/mcs/product/PHILIPS-193V5LSB2-62-18-5-inç-VGA-LED-Monitör,103452,504960,1007727.html?langId=-14","PHILIPS 193V5LSB2/62 18,5 inç VGA LED Monitör",156,Bilgisayar > Masaüstü Bilgisayar > Monitör
122012,24,http://www.gold.com.tr/ttec-2ek7030-galaxy-s5-ekran-koruyucu_u,Ttec 2EK7030 Galaxy S5 Ekran Koruyucu - Parmak İzi Bırakmaz,144,Telefon > Cep Telefon Aksesuarları > Ekran Koruyucu
122995,2744,http://www.pcdepo.com/apple-iphone-6-plus-16gb-cep-telefonu-gumus,Apple iPhone 6 Plus 16GB Cep Telefonu - Gümüş,48,Apple iPhone 6 Plus 16GB Cep Telefonu - Gümüş
