id,Product_Prices,Original_Crawled_URLs,Raw_Entire_Dataset,Product_Classes,Raw_Product_Categories
113,231,http://www.netsiparis.com/airties-air-5750-1200-mbps-4-port-kablosuz-adsl2--vdsl2-modem,"AIRTIES Air 5750 1200 Mbps 4P Kablosuz, ADSL2-VDSL2 Modem",76,Bilgisayar > Bilgisayar Parçaları > Modem Adsl > Kablosuz Adsl > Airties
114,1399,http://www.vatanbilgisayar.com/d3200-18-55-vr-55-200-vr.html,"NIKON D3200 18-55 VR II 24.2 MP 3"" LCD EKRAN SLR DIJITAL FOTOĞRAF MAKİNESİ",149,Tüketici Elektroniği > Fotoğraf Makinesi > Dijital SLR > NIKON
115,75,http://www.gold.com.tr/asus-rt-n10e-lx-router_u,Asus RT-N10E LX Router - 150MBPS Kablosuz-N 4Port,213,Bilgisayar > Ağ & Modem > Access Point - Router
116,18,"http://www.istanbulbilisim.com.tr/snopy-sg-650-usb-siyah-joystick-fiyati,109514.html",Snopy SG-650 USB Siyah Joystick,269,Oyun Konsolları > SNOPY
117,264,http://www.vatanbilgisayar.com/centauro-serisi-80plus-700w-moduler-guc-kaynagi.html,XIGMATEK CENTAURO SERİSİ 80PLUS 700W MODÜLER GÜÇ KAYNAĞI CPA-070BCD-U42,225,OEM Ürünleri > Güç Kaynakları > XIGMATEK
118,66,http://www.vatanbilgisayar.com/s-link-slx-304-hdmi-m_m-gold-cab-10m.html,S-LINK SLX-304 HDMI M/M GOLD CAB. 10M,192,Aksesuar Ürünleri > Kablolar > Görüntü Kabloları > S-LINK
119,19,http://www.teknosa.com/urunler/125081915/tiglon-assassin-s-creed-pc-oyun,TIGLON ASSASSIN S CREED PC OYUN,253,OYUN &AMP; HOBİ > OYUN & YAZILIM > PC
120,199,http://www.deveyuku.com/urun/goldmaster-mini-ranger-plus-full-hd-pvr-uydu-alici_147256.aspx,Goldmaster Mini Ranger Plus Full HD Pvr Uydu Alıcı,53,Uydu Alıcı > Resim > GoldMaster > Goldmaster Mini Ranger Plus Full HD Pvr Uydu Alıcı
121,138,http://www.kliksa.com/urun/world-of-warcraft-warlords-of-draenor-pc-oyun/902292327,WORLD OF WARCRAFT WARLORDS OF DRAENOR PC OYUN,128,Oyun ve Oyun Konsolu > Oyunlar
122,14,http://www.teknosa.com/urunler/135176189/marumi-52mm-low-uv-koruyucu-filtre,MARUMI 52MM LOW UV KORUYUCU FİLTRE,206,FOTOĞRAF &AMP; VİDEO KAMERA > AKSESUAR > FİLTRE
123,1999,http://www.vatanbilgisayar.com/apple-mgen2tu_a-mac-mini-intel-core-i5-4278u-26-ghz-8gb-1tb-intel-iris-graphics.html,APPLE MGEN2TU/A Mac Mini INTEL CORE İ5 4278U 2.6 GHZ 8GB 1TB INTEL IRIS GRAPHICS,29,Bilgisayar > Masaüstü Bilgisayarlar > Mini PC > APPLE
124,458,"http://www.nasabilgisayar.com/XEROX-106R02607-PHASER-7100-STD-KAPASITE-MAGENTA-TONER-KARTUSU-4500-SAYFA,PR-6845812.html",XEROX 106R02607 PHASER 7100 STD. KAPASITE MAGENTA TONER KARTUSU 4500 SAYFA,259,Baskı Ürünleri > Aksesuar ve Sarf > Toner
125,1149,http://www.worldteknoloji.com/Products-24074-sapphire-4gb-r9-290x-oc-tri-x-gddr5-512-bit-11226-00-40g-hdmi-2xdvi-ati-16x.html,SAPPHIRE 4GB R9 290X OC TRI-X GDDR5 512 Bit 11226-00-40G HDMI 2xDVI ATI 16X,223,Bilgisayar Bileşenleri > Ekran Kartları > SAPPHIRE
126,631,https://www.tuslagelsin.com/index.php?route=product/product&product_id=1230,Asus DSL-AC68U 4 Port 1900 Mbps VDSL Modem-Router,142,Asus DSL-AC68U 4 Port 1900 Mbps VDSL Modem-Router
127,506,http://www.netsiparis.com/asus-dsl-ac68u-ac1900-gigabit-adsl2-4port-kablosuz-modem,ASUS DSL-AC68U AC1900 Gigabit Adsl2 4port Kablosuz Modem,142,Bilgisayar > Bilgisayar Parçaları > Modem Adsl > Kablosuz Adsl > Asus
128,61,http://www.vatanbilgisayar.com/cb324ee-yuksek-kapasitesiteli-kirmizi-kartus-no364xl-d5460c5380.html,"CB324EE Yüksek Kapasitesiteli Kırmızı Kartuş No:364XL D5460,C5380",123,Tüketim Malzemeleri > Kartuş > HP
129,172,http://www.webdenal.com/s-link-sl-uh30_740816.html,Sl-uh30 Usb 3.0 Dan Hdmi Ya Dönüştürücü,41,Bilgisayar Ürünleri > Aksesuarlar > Çevirici
130,12,http://www.vatanbilgisayar.com/hm122295-35mm--2rca-stereo-siyah-2m.html,HM.122295 3.5MM - 2RCA STEREO (SİYAH) 2M,219,Aksesuar Ürünleri > Kablolar > Ses Kabloları > HAMA
131,125,http://www.gold.com.tr/canon-cli-521-c-m-y-multipack-murekkep-kartusu_u,Canon CLI-521/C/M/Y Multipack Mürekkep Kartuşu,190,Bilgisayar > Sarf Malzemeler > Mürekkep - Kartuş
132,702,http://www.bilisimport.com/sony-hdr-cx240eb--cmos-9.2mp-27xoz-2.7-29.8mm-cz-60p,"SONY HDR-CX240EB CMOS 9.2MP 27XOZ 2.7"" 29.8mm CZ 60p",19,Fotoğraf & Kamera > Video Kameralar
133,27,http://www.bilisimport.com/everest-lcd-hr610-hareketli-lcd-tv-aski-aparati,Everest LCD-HR610 10-24 Hareketli Lcd Tv Askı Aparatı,101,Aksesuar & Sarf Malz. > Projeksiyon Aksesuarları > Askı Aparatı
134,146,"http://www.istanbulbilisim.com.tr/pioneer-ts-g132ci-13-cm-250-watt-komponent-hoparlor-mid-takimi-fiyati,133209.html",Pioneer ts-g132ci 13 cm 250 watt komponent hoparlör mid takımı oto hoparlör,83,Oto Ses ve Görüntü Sistemleri > Hoparlörler
135,71,http://www.novabilgisayar.com/bilgi.asp?ID=9560,Logitech Z150 SNOW Beyaz Speaker (980-000815),23,SES SİSTEMİ > LOGITECH > Z150
136,997,http://www.aynigunkargo.com/t800-galaxy-tab-s-105-1.913-ghz-3-gb-ram-16gb-disk-cam-and.4,"T800 GALAXY TAB S 10,5'' 1.9+1,3 GHZ 3 GB RAM 16GB DISK CAM AND.4",112,Bilgisayar > Tablet PC ve Aksesuarları
137,49,"http://www.mediamarkt.com.tr/mcs/product/HP-C8721E-363-Siyah-Kartuş,103452,504965,826589.html?langId=-14",HP C8721E 363 Siyah Kartuş,98,Bilgisayar > Ofis Malzemeleri > Kartuşlar
138,78,http://www.vatanbilgisayar.com/universal-sarj-cihazi.html,UNİVERSAL ŞARJ CİHAZI,5,Aksesuar Ürünleri > Piller ve Şarj Aletleri > Pil Şarj Aletleri > ENERGIZER
139,539,http://www.vatanbilgisayar.com/hc_v100-video-kamerabeyaz.html,PANASONIC HC_V100 VİDEO KAMERA(beyaz),107,Tüketici Elektroniği > Video Kameralar > Flash Bellek Kamera > PANASONIC
140,19,http://www.ucuzlukcu.com/urunler/s-link-slx-971-usb2-0-3m-gold-kilifli-yazici-kablosu-qpaio/,S-link SLX-971 Usb2.0 3m Gold Kılıflı Yazıcı Kablosu,14,Bilgisayar > Sarf Malzemeleri > Kablolar > Network Kabloları
141,75,http://www.teknobiyotik.com/cevre-birimleri/ses-ve-goruntu-urunleri/hoparlor-speaker/creative-sbs-a120-9w-2-1-hoparlor.html,Creative SBS A120 9W 2+1 Hoparlör,25,Ses - Görüntü Ürünleri > Hoparlör
142,64,http://www.incehesap.com/creative-a120-hoparlor-fiyati-13818/,Creative Sbs A120 2+1 9W Rms Hoparlör Siyah,25,Bilgisayar > Çevre Birimleri > PC Hoparlör
143,1961,http://www.telepanya.com/asp/product/89310/Apple-Mac-Mini-MGEN2TU-A-Mini-PC-Masaustu-Bilgisayar,Apple Mac Mini MGEN2TU/A Mini PC Masaüstü Bilgisayar,29,Bilgisayarlar > Masaüstü PC > APPLE
144,75,http://www.ucuzlukcu.com/urunler/fakir-stima-buharli-utu-nfcel/,Fakir Stima Buharlı Ütü,241,Küçük Ev Aletleri > Ütü
145,2887,http://www.webdenal.com/apple-iphone-6-plus-16-gb_718079.html,Iphone 6 Plus 16 Gb Dual Core 1.4 Ghz Renk Seçeneklerini Sorunuz,48,Telefon > Cep Telefonu
146,20,http://www.vatanbilgisayar.com/pc-dishonored.html,PC DISHONORED,232,Yazılım > Oyunlar > PC > ARAL
147,313,http://www.dijitall.com/asus-memo-pad-intel-atom-z3745-1.33ghz-1gb-8gb-7-android-4.4-kitkat-beyaz-me176cx-1b008a,"ASUS Memo Pad intel ATOM Z3745 1.33GHz 1GB 8GB 7"" ANDROID 4.4 KitKat Beyaz ME176CX-1B008A",186,Bilgisayar > Tablet
148,545,http://www.webdenal.com/tefal-gv8930-pro-express_584408.html,Gv 8930 Pro Express Buhar Jeneratörlü Ütü,178,Ev / Bakım > Ütü Grubu > Buhar Tanklı Ütü
149,216,http://www.webdenal.com/xerox-106r01476_601198.html,"6121mfp Hıgh Capacıty Siyah 2,500 Pages",68,Bilgisayar Ürünleri > Tüketim Malzemeleri > Toner
150,50,"http://www.nasabilgisayar.com/MICROSOFT-2EF-00003-Nano-Kablosuz-Notebook-Optic-Siyah-Mouse,PR-6847114.html",MICROSOFT 2EF-00003 Nano Kablosuz Notebook Optic Siyah Mouse,133,Bilgisayar Bileşenleri > Klavye ve Mouselar > Mouse
151,266,http://www.buroteknik.com/Xigmatek-CPA-070BCD-U42-700W-82-Plus-Bronze-PSU_161191.html,Xigmatek CPA-070BCD-U42 700W 82 Plus Bronze PSU,225,Bilgisayar Tablet Yazıcı > Bilgisayar Bileşenleri > Power Supply
152,113,http://www.webdenal.com/kingston-hx316c9sr-4_721236.html,Hyperx Xmp 4 Gb 1600 Mhz Ddr3 Savage Ram Hx316c9sr/4,146,Bilgisayar Ürünleri > Bilgisayar Bileşenleri (OEM) > Bellek (RAM) > PC Ram
153,488,http://www.webdenal.com/gigabyte-ga-z97x-gaming-5_687127.html,Ga-z97x-gaming 5 Ddr3 S+v+gl 1150p,126,Bilgisayar Ürünleri > Bilgisayar Bileşenleri (OEM) > Anakart > Intel Destekli Anakart
154,24,http://www.teknosa.com/urunler/120220040/oral-b-eb20-2-precision-clean-yedek-baslik,ORAL-B EB20-2 PRECISION CLEAN YEDEK BAŞLIK,33,KİŞİSEL BAKIM > SAĞLIK ÜRÜNLERİ > DİŞ BAKIMI
155,49,http://www.teknosa.com/urunler/125083982/aral-medal-of-honor-warfighter-x360-oyun,ARAL MEDAL OF HONOR WARFIGHTER X360 OYUN,62,OYUN &AMP; HOBİ > OYUN & YAZILIM > XBOX
156,206,http://www.webdensiparis.com/urun/philips-gc4860/37-azur-2600-w-steamglide-tabanli-buharli-utu_1160219.aspx?CatId=7078,Philips GC4860/37 Azur 2600 W SteamGlide Tabanlı Buharlı Ütü,145,Küçük Ev Aletleri > Ütü > Buharlı Ütüler
157,2035,http://www.birnumaram.com/Samsung-UE-40H7000-fiyatlari.html,Samsung UE-40H7000 Led Televizyon,211,Televizyon > Led Tv
158,1699,http://www.teknosa.com/urunler/125071378/samsung-g850-galaxy-alpha-beyaz-akilli-telefon,SAMSUNG G850 GALAXY ALPHA BEYAZ AKILLI TELEFON,9,TELEKOM > AKILLI TELEFON
159,153,http://www.vatanbilgisayar.com/w50-m-hd-50-navigasyon-cihazi.html,"NAVKING W50-M HD 5.0"" NAVİGASYON CİHAZI NAV_W50-M_HD",50,Tüketici Elektroniği > Navigasyon Cihazları > NAVKING ROUTE66
160,120,http://www.bizdehesapli.com/hp-940xl-siyah-officejet-murekkep-kartusu-urun-C4906AE,HP 940XL Siyah Officejet Mürekkep Kartuşu,172,Bilgisayar > Yazıcı/Tarayıcı/Fax > Mürekkep Kartuşları > HP 940XL Siyah Officejet Mürekkep Kartuşu
161,1217,http://www.sanalreyonum.com/fotograf-kamera/canon-eos-600d-18-55-dc-kit-dslr-fotograf-makinesi.html,CANON EOS 600D 18-55 DC Kit DSLR Fotoğraf Makinesi,260,
162,29,http://www.webdenal.com/ttec-tk150-masa-ustu-duvar-tipi-telefon-siyah_439141.html,Tk150 Masa Üstü / Duvar Tipi Telefon Siyah,32,Telefon > Kablolu Telefon
163,2099,http://www.vatanbilgisayar.com/lg-pw700-bluetooth-led-dlp1280x800-700-ansi-lumen1000001-kontrastusbhdmi.html,"LG PW700 BLUETOOTH LED DLP(1280x800), 700 ANSI LUMEN,100.000:1 KONTRAST,USB,HDMI",247,Tüketici Elektroniği > Projeksiyon Cihazları > Projeksiyon > LG
164,1284,http://www.webdenal.com/canon-eos600d_598887.html,Eos 600d 18mp 18-55 Dc Lens Kit Full Hd Dijital Slr,260,Fotoğraf / Elektronik > SLR Fotoğraf Makinesi
165,1686,http://www.dijitall.com/sony-xperia-z2-cep-telefonu-beyaz,Sony Xperia Z2 Cep Telefonu (Beyaz),93,Telefon > Cep Telefonu
166,1201,http://www.vatanbilgisayar.com/mf6140dn-yazici--tarayici--fotokopi--faks.html,"MF6140DN YAZICI , TARAYICI , FOTOKOPİ , FAKS",18,Yazıcı > Lazer Çok Fonksiyonlu Yazıcılar > Mono > CANON
167,1749,http://www.ucuzlukcu.com/urunler/lg-42lb670v-led-televizyon-wzgdx/,LG 42LB670V LED Televizyon,70,Elektronik & TV > Ses & Görüntü Sistemleri > Televizyonlar
168,59,http://www.teknosa.com/urunler/120203135/braun-hd130-style-go-sac-kurutma-makinesi,BRAUN HD130 STYLE GO SAÇ KURUTMA MAKİNESİ,207,KİŞİSEL BAKIM > SAÇ BAKIMI > SAÇ KURUTMA MAKİNELERİ
169,69,"http://www.mediamarkt.com.tr/mcs/product/ENERGIZER-LCAEHUSYIPBK2-Lightning-Usb-Data-ve-Şarj-Kablosu,103452,465614,1455395.html?langId=-14",ENERGIZER LCAEHUSYIPBK2 Lightning Usb Data ve Şarj Kablosu,270,Telefon > Aksesuar > Şarj Cihazları
170,967,http://www.dijitall.com/gskill-ripjaws4-mavi-ddr4-2666mhz-cl16-16gb-4x4gb-quad-16-16-16-36-1.2v-f4-2666c16q-16grb,GSKILL Ripjaws4 Mavi DDR4-2666Mhz CL16 16GB (4X4GB) QUAD (16-16-16-36) 1.2V F4-2666C16Q-16GRB,251,Bilgisayar > Donanım Parçaları > Ram
171,168,http://www.teknolojiankara.com/Products-18125-asus-xonar-ds-71-kanal-pci-ses-karti.html,ASUS Xonar DS 7.1 Kanal Pci Ses Kartı,79,Bilgisayar Bileşenleri > Ses Kartları > ASUS
172,59,http://www.teknosa.com/urunler/110020749/roadstar-rdh654-oto-hoparlor,ROADSTAR RDH654 OTO HOPARLÖR,226,SES VE GÖRÜNTÜ > OTO ÜRÜNLERİ / SİSTEMLERİ > OTO HOPARLÖRÜ
173,899,http://www.hizlial.com/sony-xperia-m2-aqua-siyah/10575353,Sony Xperia M2 Aqua Siyah,38,Telefon > Akıllı Telefonlar
174,214,http://www.hizlial.com/hp-971-macenta-officejet-murekkep-kartusu-cn623ae/10349944,HP 971 Macenta Officejet Mürekkep Kartuşu (CN623AE),239,Bilgisayar > Yazıcı & Sarf Malzemeleri > Sarf Malzemeleri > Mürekkep Kartuşları
175,248,http://www.dijitall.com/sony-dsc-w800-siyah-dijital-fotograf-makinesi-dscw800s,SONY DSC-W800 Siyah Dijital Fotoğraf Makinesi DSCW800S,182,Fotoğraf - Video > Fotoğraf Makinesi
176,269,http://www.vatanbilgisayar.com/coolpix-s2800-27-inc-ekran-dijital-kompakt-fotograf-makinesisiyah.html,"NIKON COOLPIX S2800 2,7 İNÇ EKRAN DİJİTAL KOMPAKT FOTOĞRAF MAKİNESİ(SİYAH)",117,Tüketici Elektroniği > Fotoğraf Makinesi > Dijital Kompakt > NIKON
177,11,http://www.netsiparis.com/sandisk-8gb-sdcz52-008g-b35-usb-cruzer-switch,SANDISK 8GB SDCZ52-008G-B35 USB CRUZER SWITCH,191,Bilgisayar > Bilgisayar Parçaları > Bellek (Ram) > USB Bellek > Sandisk
178,175,http://www.bilisimport.com/s-link-sl-uh30-usb-3.0-to-hdmi-cevirici-adaptor,S-link SL-UH30 USB 3.0 To HDMI Çevirici Adaptör,41,Aksesuar & Sarf Malz. > Çeviriciler
179,62,http://www.hizlial.com/eth-wir-asus-usb-n13/10277919,ETH WIR ASUS USB-N13,181,Bilgisayar > Ağ Ürünleri & Modemler > Wireless Adaptör
180,278,http://www.ereyon.com.tr/urun/western-digital-wdbluz0010bsl-eesn.aspx,"Western Digital WDBLUZ0010BSL My Passport For Mac 2.5"" 1Tb Taşınabilir Disk",222,"Bilgisayar > Veri Depolama > Taşınabilir Diskler > 2.5"" Diskler"
181,159,http://www.teknosa.com/urunler/125087149/aral-world-of-warcraft-warlords-of-draenor-pc-oyun,ARAL WORLD OF WARCRAFT WARLORDS OF DRAENOR PC OYUN,128,OYUN &AMP; HOBİ > OYUN & YAZILIM > PC
182,123,http://www.teknosa.com/urunler/125180386/canon-cli-521cmy-multipack-kartus,CANON CLI-521CMY MULTIPACK KARTUŞ,190,BİLGİSAYAR > SARF MALZEMELERİ > TONER & KARTUŞ
183,8,http://www.ereyon.com.tr/urun/hdmi-f-ucundan-dvi-24-5-m-ucuna-donusturucu-adaptor-kutulu-8697671419297.aspx,S-Link SLX-241 HDMI-DVI DÖNÜŞTÜRÜCÜ ADAPTÖR,72,Bilgisayar > Bilgisayar Aksesuarları > Kablolar
184,971,http://www.vatanbilgisayar.com/gskill-16gb-4x4gb-ripjaws4-mavi-ddr4-2666mhz-cl16-12v-ouad-kit-ram.html,GSKILL 16GB (4x4GB) Ripjaws4 Mavi DDR4 2666MHz CL16 1.2V Ouad Kit Ram F4-2666C16Q-16GRB,251,OEM Ürünleri > Bellekler > PC > GSKILL
185,72,http://www.hizlial.com/x360-medal-of-honor-warfighter-limited-edition/10265352,X360 MEDAL OF HONOR WARFIGHTER LIMITED EDITION,62,Oyun & Oyun Konsolu > Oyunlar > X 360 Oyunları
186,57,http://www.dijitall.com/logitech-mk240kablosuznano-aliciliq-multimedya-tr-klavyeoptik-mouse-setsiyah-920-005789,"LOGITECH MK240,Kablosuz,Nano Alıcılı,Q Multimedya TR Klavye,Optik Mouse Set,Siyah 920-005789",179,Bilgisayar > Klavye & Mouse
187,40,http://www.hizlial.com/hp-933xl-cn054a-mavi-kartus-610066006700711076108600/10301692,HP 933XL (CN054A) Mavi Kartuş 6100/6600/6700/7110/7610/8600,20,Bilgisayar > Yazıcı & Sarf Malzemeleri > Sarf Malzemeleri > Mürekkep Kartuşları
188,373,https://www.yuppigo.com/Hangars/HangarsDetay.aspx?Xmlluckys=ypg-322203&ASUS-ME176CX-1B008A-7-Z3745-AND-1-8,ASUS ME176CX-1B008A 7-Z3745-AND-1-8,186,Bilgisayar >  Bilgisayarlar >  Tablet
189,2,http://www.trdukkan.com/Products-19054-samsung-galaxy-note-2-n7100-on-ekran-koruyucu-film.html,Samsung Galaxy Note 2 N7100 Ön Ekran Koruyucu Film,22,Cep Telefonları > Cep Telefonu Aksesuarları > Samsung
190,328,"http://www.tvt.com.tr/MICROSOFT-Office-Mac-Home-Student-2011-INGILIZCE,PR-33756.html",MICROSOFT Office Mac Home & Student 2011 İNGİLİZCE,64,Yazılım ve Hizmetler > Yazılım > Ofis Uygulamaları
191,517,http://www.enhesapliyiz.com/tefal-gv8930-pro-express-buhar-jeneratorlu-utu,Tefal GV8930 Pro Express Buhar Jeneratörlü Ütü,178,Küçük Ev Aletleri > ütü
192,36,http://www.hizlial.com/everest-tk-5-32-55-lcdled-duvar-aski-aparati/10016586,Everest TK-5 32''-55'' Lcd&Led Duvar Askı Aparatı,165,Ev Elektroniği & TV > Televizyon & Aksesuarları > Askı Aparatları
193,4499,http://www.vatanbilgisayar.com/samsung-ue55hu7500-55140-cm-3d-uhd-smart-tv-dahili-hd-uydu-wifi-4-gozluk.html,"SAMSUNG UE55HU7500 55""(140 CM) 3D UHD SMART TV DAHILI HD UYDU WIFI 4 GOZLUK",152,Tüketici Elektroniği > Televizyon > 3D LED > SAMSUNG
194,249,http://www.vatanbilgisayar.com/dscw800se32--201-mp-dijital-fotograf-makinesi.html,SONY DSCW800S.E32 20.1 MP DIJITAL FOTOĞRAF MAKİNESİ,182,Tüketici Elektroniği > Fotoğraf Makinesi > Dijital Kompakt > SONY
195,29,http://www.vatanbilgisayar.com/lchehusbsyip2-hightech-30-pin-to-usb-iphone_ipad-sarj-ve-baglanti-kablosu.html,LCHEHUSBSYIP2 HIGHTECH 30 PİN TO USB IPHONE/IPAD ŞARJ VE BAĞLANTI KABLOSU,115,Aksesuar Ürünleri > Kablolar > USB Bağlantı Kabloları > ENERGIZER
196,46,http://www.gold.com.tr/canon-cli-526-bk-siyah-kartus_u,Canon Cli-526 Bk Siyah Kartuş,180,Bilgisayar > Sarf Malzemeler > Mürekkep - Kartuş
197,13,http://www.vatanbilgisayar.com/cab-s225-altin-uclu-scart-kablo-15m--siyah.html,CAB-S225 ALTIN UÇLU SCART KABLO 1.5M- (SİYAH),257,Aksesuar Ürünleri > Kablolar > Görüntü Kabloları > GOLDMASTER
198,106,http://www.vatanbilgisayar.com/thz20002eu-folio-stand-samsung-101--kirmizi.html,THZ20002EU FOLİO STAND SAMSUNG 10.1''- (KIRMIZI),86,Aksesuar Ürünleri > Çantalar ve Kılıflar > Tablet Kılıfları > TARGUS
199,53,http://www.worldteknoloji.com/Products-16946-everest-ewn-689n-1-km-acik-alan-300mbps-80211b-g-n-usb-high-power-kablosuz-adaptor-cift-antenli.html,EVEREST EWN-689N 1 Km. Açık Alan 300Mbps 802.11b/g/N USB High Power Kablosuz Adaptör Çift Antenli,204,Bilgisayar Bileşenleri > Adsl / Kablonet Modemler > EVEREST
200,19,http://www.aynigunkargo.com/sn-50-kafabantli-mikrofonlu-kulaklik-kirmizi,"Sn-50 Kafabantli Mikrofonlu Kulaklik, Kırmızı",121,Bilgisayar > Bilgisayar Bileşenleri > Kulaklıklı Mikrofon
201,59,http://www.vatanbilgisayar.com/x360-kinect-sports-ultimate.html,X360 KINECT SPORTS ULTIMATE,129,Yazılım > Oyunlar > Xbox > MICROSOFT
202,59,http://www.deveyuku.com/urun/logitech-mk240-kablosuz-set-q-tr-beyaz920-005798_153268.aspx,LOGITECH MK240 KABLOSUZ SET Q TR BEYAZ920-005798,179,Bilgisayar Bileşenleri > Resim > Logitech > LOGITECH MK240 KABLOSUZ SET Q TR BEYAZ920-005798
203,273,http://www.gold.com.tr/canon-crg-731m-1500-sayfa-kapasiteli-kirmizi-toner_u,Canon CRG-731M 1500 Sayfa Kapasiteli Kırmızı Toner,233,Bilgisayar > Sarf Malzemeler > Toner
204,2213,http://www.vatanbilgisayar.com/8-tb-2-x-4tb-business-gigabit-ethernet-_-usb30-depolama-unitesi.html,Seagate 8TB (2 x 4TB) Business Gigabit Ethernet / USB3.0 Depolama Ünitesi STBN8000200,49,OEM Ürünleri > Harici Diskler > Network Depolama > SEAGATE
205,2124,http://www.hizlial.com/evga-gtx980-superclock-acx-20-4gb-gddr5-256bit-dx12-nvidia-geforce-ekran-karti-04g-p4-2983-kr/10567238,Evga GTX980 SuperClock ACX 2.0 4GB GDDR5 256Bit DX12 Nvidia GeForce Ekran Kartı (04G-P4-2983-KR),250,Bilgisayar > Bilgisayar Bileşenleri > Ekran Kartları
206,63,http://www.netsiparis.com/asus-rt-n10e-wf-n150-4port-router-ap,ASUS RT-N10E WF-N150 4PORT ROUTER AP,213,Bilgisayar > Bilgisayar Yan Ürünleri > Network Ürünleri > Access Point > Asus
207,1029,http://www.incehesap.com/sony-xperia-m2-dual-fiyati-25755/,Sony Xperia M2 Dual Siyah Cep Telefonu,38,Telefon > Cep Telefonu
208,28,http://www.webdenal.com/frisby-fhc-2530s_549879.html,"Fhc-2530s 2.5"" Sata Usb 3.0 Harici Kutu",130,Bilgisayar Ürünleri > Aksesuarlar > Harici Kutular
209,2699,http://www.gold.com.tr/nikon-d7000-lcd-ekran-dslr-fotograf-makinesi_u,Nikon D7000 LCD Ekran DSLR Fotoğraf Makinesi - 18-105mm VR + Çanta + 32 GB Hafıza Kartı HEDİYE,242,Foto&Kamera > SLR Fotoğraf Makinesi
210,127,http://www.vatanbilgisayar.com/corsair-4gb-value-ddr3-1333mhz-cl9-tek-modul-ram.html,CORSAIR 4GB Value DDR3 1333MHz CL9 Tek Modül Ram CMV4GX3M1A1333C9,94,OEM Ürünleri > Bellekler > PC > CORSAIR
211,42,http://www.bilisimport.com/microsoft-2ef-00003-wireless-mobile-mouse-3000-v2,MICROSOFT 2EF-00003 WIRELESS MOBILE MOUSE 3000 V2,133,OEM & Çevre Birimleri > Klavye & Mouse > Kablosuz Mouse
212,160,http://www.deposhop.com/urun/pc-world-of-warcraft-warlords-of-draenor,PC WORLD OF WARCRAFT WARLORDS OF DRAENOR,128,PC / Play Station Oyun > Oyun > PC
213,312,http://www.bizdehesapli.com/zyxel-nsa-325-2xhdd-yuva-1xgbit-lan-media-server-urun-NSA-325,"ZYXEL NSA-325 2xHDD Yuva, 1xGbit LAN Media Server",15,"Bilgisayar > Veri Depolama > Depolama Üniteleri (NAS) > ZYXEL NSA-325 2xHDD Yuva, 1xGbit LAN Media Server"
214,53,http://www.hizlial.com/x360-kinect-sports-ultimate/10265398,X360 KINECT SPORTS ULTIMATE,129,Oyun & Oyun Konsolu > Oyunlar > X 360 Oyunları
215,20,http://www.hizlial.com/xigmatek-xaf-f1253-12012025mm-isikli-kasa-fani/10547588,Xigmatek XAF-F1253 120*120*25mm Işıklı Kasa Fanı,201,Bilgisayar > Bilgisayar Bileşenleri > Kasa Fanları
216,47,http://www.bilisimport.com/s-link-slx-179-vga-m/m-15m-monitor-kablosu,S-link SLX-179 VGA M/M 15m Monitör Kablosu,102,Aksesuar & Sarf Malz. > Kablolar > VGA Kabloları
217,54,http://www.gold.com.tr/hp-cb324ee-no-364xl-kirmizi-kartus_u,Hp CB324EE No:364XL Kırmızı Kartuş,123,Bilgisayar > Sarf Malzemeler > Mürekkep - Kartuş
218,199,http://www.teknosa.com/urunler/110240515/goldmaster-mini-ranger-plus-full-hd-pvr-uydu-alici,GOLDMASTER MINI RANGER PLUS FULL HD PVR UYDU ALICI,53,SES VE GÖRÜNTÜ > UYDU SİSTEMLERİ > UYDU ALICI
219,92,http://www.sanalreyonum.com/hp-c4906ae-murekkep-kartus-siyah-940xl.html,Hp C4906AE Mürekkep Kartuş Siyah (940XL),172,
220,26,http://www.netsiparis.com/sandisk-16gb-sdsdu-016g-u46-sd-kart-ultra-c10,SANDISK 16GB SDSDU-016G-U46 SD KART ULTRA C10,95,Bilgisayar > Bilgisayar Parçaları > Hafıza Kartları > Sd Kartlar > Sandisk
221,59,http://www.teknosa.com/urunler/125180308/hp-cb324e-364xl-kirmizi-kartus,HP CB324E 364XL KIRMIZI KARTUŞ,123,BİLGİSAYAR > SARF MALZEMELERİ > TONER & KARTUŞ
222,14,http://www.webdenal.com/s-link-slx-971-3-metre-usb-2-0-altin-uclu-yazici-k_235998.html,Slx-971 3 Metre Usb 2.0 Altın Uclu Yazıcı Kablosu,14,Bilgisayar Ürünleri > Aksesuarlar > Kablolar > Yazıcı Kabloları
223,129,http://www.ucuzlukcu.com/urunler/kingston-hyperx-savage-4-gb-1600-mhz-ddr3-bellek-hx316c9sr-4-zxfoy/,Kingston HyperX Savage 4 GB 1600 MHz DDR3 Bellek (HX316C9SR/4),146,Bilgisayar > Bilgisayar Bileşenleri (O.E.M) > Bellekler > PC
224,13,https://www.yuppigo.com/Hangars/HangarsDetay.aspx?Xmlluckys=ypg-370157&SANDISK-8GB-USB-CRUZER-SWITCH-SDCZ52-008G-B35,SANDISK 8GB USB CRUZER SWITCH SDCZ52-008G-B35,191,Bilgisayar >  Veri Depolama >  Usb Bellek
