id,Product_Prices,Original_Crawled_URLs,Raw_Entire_Dataset,Product_Classes,Raw_Product_Categories
109,1085,http://www.ereyon.com.tr/urun/canon-mf-6140dn-lazer-yazici.aspx,Canon MF-6140DN Çok Fonksiyonlu Lazer Yazıcı,18,Bilgisayar > Yazıcı & Tarayıcı > Laser Yazıcılar
110,80,http://www.novabilgisayar.com/bilgi.asp?ID=8892,ASUS RT-N10E (LX) 150MBPS KABLOSUZ 5 PORT ROUTER / ACCESS POINT,213,NETWORK / AĞ ÜRÜNLERİ > ASUS > RT-N10E
111,8,"http://www.istanbulbilisim.com.tr/s-link-slx-590-rg6-u-2m-anten-kablosu-fiyati,144441.html",S-link SLX-590 RG6 /U 2m Anten Kablosu,63,Tv Aksesuar > S-LINK
112,38,http://www.incehesap.com/frisby-fk-w98qu-kablosuz-set-fiyati-26062/,Frisby FK-W98QU Kablosuz Klavye & Mouse Set,77,Bilgisayar > Çevre Birimleri > Klavye
113,226,http://www.bizdeuygun.com/SAMSUNG-18-5-LED-1366x768-5MS-SC4B0YAH-MONC4B0TC396R_151492.html,"SAMSUNG 18.5"" LED S19C150F",272,Bilgisayar > Monitörler
114,450,"http://www.mediamarkt.com.tr/mcs/product/SENNHEISER-Momentum-On-Ear-Kırmızı-Kulaküstü-Kulaklık,103452,503472,1098557.html?langId=-14",SENNHEISER Momentum On-Ear Kırmızı Kulaküstü Kulaklık,169,Tv & Ses > Kulaklıklar > Kablolu HiFi Kulaklıklar
115,66,http://www.deposhop.com/urun/logitech-mk240-kablosuz-klavye-mouse-920-005789,Logitech MK240 Kablosuz Klavye Mouse 920-005789,179,Bilgisayar Bileşenleri > Klavye Setler
116,34,http://www.gold.com.tr/kalem-targus-amm01eu-siyah-ipad-2-stylus_u,Kalem Targus Amm01eu Siyah Ipad 2 Stylus,161,Bilgisayar > Bilgisayar Aksesuarları > iPad Aksesuarları
117,30,http://www.vatanbilgisayar.com/thd45503eu-flip-universal-7-8-kilif-kirmizi.html,THD45503EU FLİP UNİVERSAL 7'-8' KILIF- (KIRMIZI) TARTHD45503EU,2,Aksesuar Ürünleri > Çantalar ve Kılıflar > Tablet Kılıfları > TARGUS
118,54,http://www.hizlial.com/kartus-hp-363-c8721e-siyah/10232862,KARTUŞ HP 363 (C8721E) SİYAH,98,Bilgisayar > Yazıcı & Sarf Malzemeleri > Sarf Malzemeleri > Mürekkep Kartuşları
119,458,http://www.incehesap.com/asus-dsl-ac68u-4-port-1900mbps-fiyati-25897/,Asus DSL-AC68U 4 Port 1900Mbps Modem Router,142,Bilgisayar > Çevre Birimleri > ADSL Modem
120,744,http://www.gold.com.tr/samsung-sl-c460w-wifi-renkli-laser-yazici_u,Samsung SL-C460W WiFi Renkli Laser Yazıcı - Fotokopi + Tarayıcı,244,Bilgisayar > Yazıcı > Çok İşlevli Lazer
121,185,http://www.trdukkan.com/Products-17660-asus-xonar-dsx-71-kanal-pcie-ses-karti.html,ASUS Xonar DSX 7.1 Kanal PCIE Ses Kartı,221,Bilgisayar Bileşenleri > Ses Kartları > ASUS
122,699,http://www.kliksa.com/urun/samsung-ht-h4550r-3d-bluray-ev-sinema-sistemi/902048755,SAMSUNG HT-H4550R 3D BLURAY EV SİNEMA SİSTEMİ,118,TV & Görüntü Sistemleri > Ev Sinema Sistemleri
123,1988,http://www.ereyon.com.tr/urun/apple-mgen2tu-a-mini-pc.aspx,Apple Mac Mini MGEN2TU/A i5-4260U 2.6GHz 8Gb 1Tb OS X Yosemite,29,Bilgisayar > Bilgisayarlar > Mini PC
124,50,http://www.ucuzlukcu.com/urunler/energizer-lchehusbsyip2-hightech-usb-1m-iphone-ipad-icin-30pin-to-usb-data-sarj-kablosu-zxjsq/,Energizer LCHEHUSBSYIP2 HIGHTECH Usb 1m iPhone/iPad için 30pin To Usb Data + Şarj kablosu,115,Bilgisayar > Sarf Malzemeleri > Kablolar > Usb Kablolar
125,21,http://www.bimeks.com.tr/urun/125540/inca-iwm-221rsk-siyah-kirmizi-2-4ghz-kablosuz-nano-mouse.aspx,Inca IWM-221RSK Siyah Kırmızı 2.4Ghz Kablosuz Nano Mouse,278,Bilgi Teknolojileri > Çevre Birimi > Mouse > Inca IWM-221RSK Siyah Kırmızı 2.4Ghz Kablosuz Nano Mouse
126,285,http://www.vatanbilgisayar.com/hd6790-gddr5-1gb-256bit-amd-radeon-dx11-ekran-karti.html,Powercolor HD6790 GDDR5 1GB 256Bit AMD Radeon DX11 Ekran Kartı AX6790 1GBD5DH,243,OEM Ürünleri > Ekran Kartları > AMD > POWERCOLOR
127,376,http://www.kliksa.com/urun/phaser-3635mfp-yuksek-kapasite-toner-10000sayfa/900096323,Phaser 3635MFP Yüksek Kapasite Toner 10.000Sayfa,124,Bilgisayar > Yazıcılar > Kartuş-Toner-Drum
128,14,"http://www.istanbulbilisim.com.tr/s-link-slx-422-2m-dijital-optik-ses-kablosu-fiyati,109551.html",S-link SLX-422 2m Dijital Optik Ses Kablosu,214,Antenler / Kablolar > S-Link
129,202,"http://www.istanbulbilisim.com.tr/philips-193v5lsb2-62-led-monitor-fiyati,63702.html",Philips 193V5LSB2-62 LED Monitör,156,Monitör > PHILIPS
130,187,http://www.birnumaram.com/PC-BATTLEFIELD-4-PREMIUM-EDITION_158761.html,PC BATTLEFIELD 4 PREMIUM EDITION,97,Oyun Dünyası > Oyunlar > PC
131,225,http://www.aynigunkargo.com/ekia-ek-402-u-2-tv-unitesi,"Ekia EK-402 U-2 Tv Ünitesi (27""-32"") (4 farklı renkte)",28,Mobilya > Tv Ünitesi / Tv Sehpası > Tv Sehpaları
132,1399,http://www.teknosa.com/urunler/125043780/toshiba-w30dt-a-104-tablet-pc,TOSHIBA W30DT-A-104 TABLET PC,171,BİLGİSAYAR > TABLET PC
133,31,http://www.deveyuku.com/urun/frisby-fhc-2530s-25-sata-usb-30-95mm-hd_153665.aspx,FRISBY FHC-2530S 2.5 SATA USB 3.0 9.5MM HD,130,Hardiskler > Resim > Frisby > FRISBY FHC-2530S 2.5 SATA USB 3.0 9.5MM HD
134,1449,http://www.kliksa.com/urun/sony-xperia-z2-beyaz-akilli-telefon/902162575,Sony Xperia Z2 Beyaz Akıllı Telefon,93,Telefon > Akıllı Telefonlar
135,241,http://www.bimeks.com.tr/urun/124349/seagate-1-tb-backup-plus-2-5-usb-3-0-mavi-ext-disk.aspx,"Seagate 1 TB Backup Plus 2.5"" USB 3.0 Mavi Ext. Disk",116,"Bilgi Teknolojileri > Bilgisayar Parçaları > Taşınabilir Hard Disk > Seagate 1 TB Backup Plus 2.5"" USB 3.0 Mavi Ext. Disk"
136,199,http://www.kliksa.com/urun/philips-193v5lsb262-18-5-5ms-1366x768-led-monitor/902073608,"Philips 193V5LSB2/62 18,5 5ms 1366x768 LED Monitör",156,Bilgisayar > Monitör > Monitörler
137,258,http://www.deposhop.com/urun/canon-crg-731c-toner-kartus-mavi,Canon CRG-731C Toner Kartuş Mavi,137,Sarf Malzemeleri > Sarf-Tonerler
138,113,http://www.bimeks.com.tr/urun/107173/hp-c4906ae-940xl-.aspx,HP C4906AE (940XL),172,Bilgi Teknolojileri > Tüketim Malzemesi > Kartuş & Toner & Şerit > HP C4906AE (940XL)
139,18,"http://www.istanbulbilisim.com.tr/snopy-sn-50-kirmizi-siyah-mikrofonlu-kulaklik-fiyati,140110.html",Snopy SN-50 Kırmızı/siyah Mikrofonlu Kulaklık,121,Kulaklık > Snopy
140,20,http://www.vatanbilgisayar.com/pc-far-cry-3.html,PC FAR CRY 3,56,Yazılım > Oyunlar > PC > ARAL
141,99,"http://www.mediamarkt.com.tr/mcs/product/ARAL-Battlefield-4-Premium-PC,103452,465882,1021901.html?langId=-14",ARAL Battlefield 4 Premium PC,97,Oyun & Hobi > Oyunlar > PC Oyunları
142,376,http://www.bizdeuygun.com/POWERCOLOR-VGA-1GB-POWERCOLOR-ATI-HD-6790-GDDR5-DH_160223.html,PowerColor HD6790 1GB,243,Bilgisayar > Bilgisayar Bileşenleri > Ekran Kartları
143,389,http://www.gold.com.tr/asus-me176cx-1b008a-8gb-7inc-tablet-pc_u,Asus ME176CX-1B008A 8GB 7inc Tablet PC - Intel 1.86GHz,186,Bilgisayar > Bilgisayarlar > Tablet PC
144,408,http://www.vatanbilgisayar.com/hydro-serisi™-h100i-sivi-sogutma-sistemi.html,CORSAIR HYDRO SERİSİ™ H100i SIVI SOĞUTMA SİSTEMİ,16,OEM Ürünleri > Soğutma Sistemleri > Sıvı Soğutma > CORSAIR
145,218,"http://www.istanbulbilisim.com.tr/seagate-stdr1000200-2-5-1tb-backup-plus-usb-3-0-siyah-tasinabilir-fiyati,74104.html",Seagate STDR1000200 2.5 1TB Backup Plus USB 3.0 Siyah Taşınabilir Disk (HDEXT01000SEA124),116,Taşınabilir Diskler > SEAGATE
146,1851,http://www.dijitall.com/lg-42lb670v-led-televizyon,LG 42LB670V Televizyon (Lg Türkiye Garantili),70,Elektronik > Televizyon
147,491,https://www.yuppigo.com/Hangars/HangarsDetay.aspx?Xmlluckys=ypg-365964&Gigabyte-Z97X-Gaming-5DDR3-1600MHz-SVGL16X,Gigabyte Z97X-Gaming 5/DDR3 1600MHz S+V+GL+16X,126,Bilgisayar >  Bilgisayar Bileşenleri >  Anakartlar
148,24,http://www.ucuzlukcu.com/urunler/s-link-slx-35a-usb-3-5-dahili-usb-3-0-kart-okuyucu-rctnw/,S-link SLX-35A Usb 3.5` Dahili Usb 3.0 + Kart Okuyucu,235,Bilgisayar > Çevre Birimleri > Kart Okuyucular
149,15,http://www.vatanbilgisayar.com/tip-g-sms-toz-torbasi-5li-paket.html,TİP G S.M.S TOZ TORBASI (5'Lİ PAKET),125,Küçük Ev Aletleri > Aksesuar > FAKIR
150,70,http://www.vatanbilgisayar.com/stima-buharli-utu.html,STIMA BUHARLI ÜTÜ,241,Küçük Ev Aletleri > Ütüler > FAKIR
151,1296,http://www.exa.com.tr/canon/yazici_cesitleri/canon_mf6140dn-345-22423.html,Canon MF6140DN Lazer Yazıcı/Tar/Fot/Fax - A4,18,Yazıcı > Yazıcı Çeşitleri
152,305,http://www.teknolojiankara.com/Products-25829-asus-tablet-me176cx-1b008a-atom-z3745-186-ghz-1gb-8gb-7-ips-lcd-blt-roid-44-cift-cam-beyaz.html,ASUS Tablet ME176CX 1B008A Atom Z3745 1.86 GHz 1GB 8GB 7 IPS Lcd Blt Android 4.4 Çift Cam Beyaz,186,Kişisel Bilgisayarlar > Taşınabilir Bilgisayarlar > ASUS
153,158,http://www.eksenbilgisayar.com/urun/logitech-g230-mikrofonlu-gaming-kablolu-kulaklik-981-000540.aspx,LOGITECH G230 Mikrofonlu Gaming Kablolu Kulaklık 981-000540,212,Çevre Birimler > Kulaklık ve Mikrofon
154,417,http://www.hizlial.com/corsair-hydro-h100i-intel-1155-1156-1366-2011-amd-am2-am3-fm1-sivi-sogutma-sistemi-cw-9060009-ww/10375456,"Corsair Hydro H100i Intel 1155 1156 1366 2011, AMD AM2 AM3 FM1 Sıvı Soğutma Sistemi (CW-9060009-WW)",16,Bilgisayar > Bilgisayar Bileşenleri > İşlemci Soğutucuları
155,62,http://www.webdenal.com/everest-ewn-689n_608057.html,Ewn-689n 300 Mbps Usb Kablosuz Adaptör,204,Bilgisayar Ürünleri > Network / Modem > Kablosuz Adaptör / Anten
156,44,http://www.bedavacim.com.tr/MICROSOFT-2EF-00003-KABLOSUZ-MOBC4B0LE-MOUSE-3000-NANO-USB-SC4B0YAH_18264.html,MICROSOFT 2EF-00003 KABLOSUZ MOBİLE MOUSE 3000 NANO USB-SİYAH,133,Bilgisayar > Cevre Birimleri > Mouse
157,34,http://www.worldteknoloji.com/Products-3916-everest-eps-1460a-280w-peak-atx-power-supply-12-cm-fan-retail-box-kutulu.html,EVEREST EPS-1460A 280W PEAK Atx Power Supply 12 Cm Fan Retail Box (Kutulu),99,Bilgisayar Bileşenleri > Kasa Güç Kaynakları > EVEREST
158,365,"http://www.istanbulbilisim.com.tr/xerox-108r00796-siyah-toner-fiyati,119459.html",Xerox 108R00796 Siyah Toner,124,Toner > XEROX
159,37,http://www.ucuzlukcu.com/urunler/cooler-master-notepal-d-lite-notebook-sogutucu-stand-r9-nbc-dltk-gp-rjhkq/,Cooler Master NOTEPAL D-LITE Notebook Soğutucu Stand (R9-NBC-DLTK-GP),88,Bilgisayar > Bilgisayar Bileşenleri (O.E.M) > Soğutucular / Overclock > Notebook Soğutucular
160,239,http://www.hizlial.com/philips-gc-486037-azur-2600w-buharli-utu/10249206,Philips GC-4860/37 Azur 2600W Buharlı Ütü,145,Beyaz Eşya & Elektrikli Ev Aletleri > Elektrikli Ev Aletleri > Ütüler
161,59,http://www.teknosa.com/urunler/145053844/hama-hm-108333-arac-sarj-cihazi-2xusb-4200-ma-siya,HAMA HM 108333 ARAÇ ŞARJ CİHAZI 2XUSB 4200 mA SİYAH,240,TELEKOM > AKSESUAR > AKSESUARLAR
162,249,http://www.telepanya.com/asp/product/89328/Philips-203V5LSB26-19-5-LED-Monitor,"Philips 203V5LSB26 19.5"" LED Monitör",31,Bilgisayarlar > Monitörler > LED Monitörler > PHILIPS
163,253,http://www.ucuzlukcu.com/urunler/xigmatek-centauro-700w-82plus-bronze-guc-kaynagi-cpa-070bcd-u42-wrjyv/,Xigmatek Centauro 700W 82Plus Bronze Güç Kaynağı (CPA-070BCD-U42),225,Bilgisayar > Bilgisayar Bileşenleri (O.E.M) > Güç Kaynakları (PSU)
164,44,http://www.kliksa.com/urun/philips-shl3000bl-dj-monitor-tipi-mavi-bas-bantli-kulakliklar/901764239,Philips SHL3000BL DJ monitör tipi Mavi Baş bantlı kulaklıklar,266,Bilgisayar > Kulaklık ve MP3 Çalar > Kulaklık
165,78,http://www.exa.com.tr/oki/yazici_seritleri/oki_serit-374-19245.html,OKI Şerit 5720-5790 Şerit (44173405),105,Sarf > Yazıcı Şeritleri
166,44,http://www.telepanya.com/asp/product/75937/Philips-SHL3000BL-Kulaklik,Philips SHL3000BL Kulaklık,266,Bilgisayarlar > Çevre Birimleri > Kulaklık & Mikrofon > Kablolu Kulaklık > PHILIPS
167,72,http://www.webdenal.com/epson-c13t13014020_306840.html,T130140 Mürekkep Kartuş,248,Bilgisayar Ürünleri > Tüketim Malzemeleri > Kartuş
168,371,http://www.birnumaram.com/MS-Office-Mac-Home-Student-2011-Eng_156153.html,MS Office Mac Home & Student 2011 Eng,64,Bilgisayar > Yazılım > Ofis Programları
169,181,http://www.hizlial.com/dragon-age-inquisition-ps3/10534732,Dragon Age Inquisition PS3,21,Oyun & Oyun Konsolu > Oyunlar > PS3 Oyunları
170,141,http://www.gold.com.tr/asus-xonar-ds-7-1-pci-ses-karti_u,Asus Xonar DS 7.1 PCI Ses Kartı,79,Bilgisayar > Bilgisayar Bileşenleri > Ses Kartı
171,55,http://www.netsiparis.com/oki-5720-5790-serit-44173405,OKI 5720-5790 Şerit (44173405),105,Bilgisayar > Bilgisayar Parçaları > Tüketim Malzemeleri > Şeritler > Oki
172,52,http://www.webdenal.com/asus-usb-n13_224787.html,Usb-n13 Wireless-n300 Usb Adapter,181,Bilgisayar Ürünleri > Network / Modem > Kablosuz Adaptör / Anten
173,77,http://www.buroteknik.com/logitech-mk240-kablosuz-klavye-mouse-920-005789_106040.html,Logitech MK240 Kablosuz Klavye Mouse 920-005789,179,Bilgisayar Tablet Yazıcı > Bilgisayar Bileşenleri > Klavye / Mouse > Klavye Mouse Setler
174,10,"http://www.istanbulbilisim.com.tr/s-link-slx-990-rj-45-8p8c-25lik-jack-fiyati,141940.html",S-link SLX-990 RJ-45 8P8C 25lik Jack,267,Antenler / Kablolar > S-Link
175,40,http://www.hizlial.com/canon-cli-551c-mavi-murekkep-kartus-725063505450mx925/10299340,Canon CLI-551C Mavi Mürekkep Kartuş 7250/6350/5450/MX925,10,Bilgisayar > Yazıcı & Sarf Malzemeleri > Sarf Malzemeleri > Mürekkep Kartuşları
176,305,http://www.jettekno.com/Products-25829-asus-tablet-me176cx-1b008a-atom-z3745-186-ghz-1gb-8gb-7-ips-lcd-blt-roid-44-cift-cam-beyaz.html,ASUS Tablet ME176CX 1B008A Atom Z3745 1.86 GHz 1GB 8GB 7 IPS Lcd Blt Android 4.4 Çift Cam Beyaz,186,Bilgisayar > Taşınabilir Bilgisayarlar
177,1649,http://www.hizlial.com/samsung-galaxy-alpha-g850-beyaz/10509256,Samsung Galaxy Alpha G850 Beyaz,9,Telefon > Akıllı Telefonlar
178,66,http://www.novabilgisayar.com/bilgi.asp?ID=8895,ASUS USB-N13 300 MBPS 802.11N USB KABLOSUZ ADAPTOR,181,NETWORK / AĞ ÜRÜNLERİ > ASUS > USB-N13
179,1097,http://www.incehesap.com/canon-mf6140dn-lazer-fiyati-24963/,Canon MF6140DN Lazer Yazıcı/Tarayıcı/Fotokopi/Fax-Net Dublex- A4,18,Bilgisayar > Yazıcı > Çok İşlevli Laser Yazıcı
180,2941,http://www.bizdehesapli.com/nikon-camera-d7000-kit-dslr-fotograf-makinesi-16-2-mp-3inc-lcd-ekran-18-105mm-vr-lens-kitli-urun-D7000-KIT,"NIKON CAMERA-D7000-KIT DSLR Fotoğraf Makinesi 16.2 MP 3"" LCD Ekran + 18-105MM VR Lens Kitli",242,"Foto/Kamera > Dijital Fotoğraf Makineleri > NIKON CAMERA-D7000-KIT DSLR Fotoğraf Makinesi 16.2 MP 3"" LCD Ekran + 18-105MM VR Lens Kitli"
181,84,http://www.vatanbilgisayar.com/ewn-689n-300mbps-kablosuz-usb-adaptor.html,EWN-689N 300MBPS ÇİFT ANTENLİ KABLOSUZ USB ADAPTÖR,204,Network Ürünleri > Network Aksesuarları > Network Kart > EVEREST
182,520,http://www.vatanbilgisayar.com/asus-dsl-ac68u-600mbps-1300mbps-vdsl-destekli-kablosuz-ac-4-port-adsl2-modem.html,ASUS DSL-AC68U 600MBPS-1300MBPS VDSL DESTEKLİ KABLOSUZ-AC 4 PORT ADSL2+ MODEM,142,Network Ürünleri > Modemler > Kablosuz ADSL Modemler > ASUS
183,200,http://www.vatanbilgisayar.com/ps3-dragon-age-inquisition.html,PS3 DRAGON AGE INQUISITION,21,Yazılım > Oyunlar > Ps3 > ARAL
184,49,http://www.hizlial.com/s-link-slx-35a-usb-35-dahili-usb-30-kart-okuyucu/10466288,S-link SLX-35A Usb 3.5 Dahili Usb 3.0 + Kart Okuyucu,235,Bilgisayar > Bilgisayar Aksesuarlar > Kart Okuyucular
185,1613,http://www.pcdepo.com/apple-ipad-air-mh182tu-a-wi-fi-64gb-gold-tablet-pc,Apple iPad Air MH182TU/A Wi-Fi 64GB Gold Tablet PC,246,Apple iPad Air MH182TU/A Wi-Fi 64GB Gold Tablet PC
186,1741,http://www.novabilgisayar.com/bilgi.asp?ID=9800,Sony Xperia Z2 Beyaz Cep Telefonu (Distribitör),93,CEP TELEFONU > SONY > Xperia Z2 D6503
187,134,"http://www.hemensepet.com/U196347,5559,logitech-g230-gaming-headset-981-000540-kulaklik-logitech.htm",LOGITECH G230 GAMING HEADSET 981-000540,212,Bilgisayar > Çevre Birimleri > Kulaklık
188,221,http://www.exa.com.tr/philips/monitorlcd_kategorisinde/philips_185-407-21018.html,"Philips 18.5"" 193V5LSB2-62 LED Monitör 5ms Siyah",156,Monitör > Monitör-LCD
189,2007,"http://www.istanbulbilisim.com.tr/samsung-ue-40h7000-led-tv-fiyati,109077.html",Samsung UE-40H7000 Led Tv,211,Led Tv > SAMSUNG
190,57,http://www.bilisimport.com/logitech-920-005789-mk240kablosuznano-aliciliq-multimedya-tr-klavyeoptik-mouse-setsiyah,"LOGITECH 920-005789 MK240,Kablosuz,Nano Alıcılı,Q Multimedya TR Klavye,Optik Mouse Set,Siyah",179,OEM & Çevre Birimleri > Klavye & Mouse > Klavye & Mouse Kablolsuz Kit
191,79,http://www.deposhop.com/urun/airties-air-2411-300mbps-11n-kablosuz-usb-adaptor,AirTies Air 2411 300mbps 11N Kablosuz USB Adaptör,80,Ağ Ürünleri > Ağ Ürünleri-Kablosuz
192,204,"http://www.nasabilgisayar.com/EPSON-C13T26364020-MULTIPACKBCMY-M-26XL-EXP-XP-600700800-413-ML-XL,PR-6844686.html","EPSON C13T26364020 MULTIPACK(B,C,M,Y)-M-26XL-EXP XP-600,700,800 41,3 ML-XL",195,Baskı Ürünleri > Aksesuar ve Sarf > Kartuş
193,112,http://www.kliksa.com/urun/pioneer-ts-g132ci-oto-hoparlor/902039064,PIONEER TS-G132Ci OTO HOPARLÖR,83,Oto Aksesuarları > Oto Ses Ve Görüntü Sistemleri > Ses Müzik Görüntü > Hoparlör & Woofer & Tweeter
194,160,http://www.jettekno.com/Products-18125-asus-xonar-ds-71-kanal-pci-ses-karti.html,ASUS Xonar DS 7.1 Kanal Pci Ses Kartı,79,OEM > Ses Kartları
195,477,http://www.bilisimport.com/asus-dsl-ac68u-ac1900-4port-gigabit-kablosuz-a.p,ASUS DSL-AC68U AC1900 4PORT GIGABIT KABLOSUZ A.P,142,OEM & Çevre Birimleri > Modem > Router / Access Point
196,75,http://www.vatanbilgisayar.com/creative-sbs-a120-2-1-speaker.html,CREATIVE SBS A120 2+1 SPEAKER,25,Çevre Birimleri > Hoparlör Speaker > 2+1 > CREATIVE
197,231,http://www.eksenbilgisayar.com/urun/hp-d4h22c-deskjet-ink-advantage-2645-faxli-cok-fonksiyonlu-usb-a4-yazici.aspx,HP Deskjet Ink Advantage 2645-D4H22C Faxlı Çok Fonksiyonlu USB A4 Yazıcı,40,Baskı Çözümleri > M.Püskürtmeli Çok Fonksiyonlu Yazıcı
198,480,http://www.worldteknoloji.com/Products-26359-gigabyte-intel-z97x-gaming-5-z97-ddr3-3000-vga-glan-1150p.html,GIGABYTE INTEL Z97X-GAMING-5 Z97 DDR3 3000 VGA GLAN 1150p,126,Bilgisayar Bileşenleri > Anakartlar > GIGABYTE
199,349,http://www.bizdeuygun.com/Asus-ME176CX-1B008A-Z3745_180497.html,Asus ME176CX-1B008A Z3745,186,Bilgisayar > Tablet Bilgisayarlar
200,1999,http://www.teknosa.com/urunler/110015202/lg-42lb670v-dvb-s2t2c-3d-fhd-smart-led-lcd-tv,LG 42LB670V DVB-S2/T2/C 3D FHD SMART LED LCD TV,70,SES VE GÖRÜNTÜ > TELEVİZYONLAR > LED TV
201,40,http://www.deveyuku.com/urun/logitech-m317-nano-mouse-kablosuz-silver_168093.aspx,LOGITECH M317 NANO MOUSE KABLOSUZ SILVER,55,Bilgisayar Bileşenleri > Resim > Logitech > LOGITECH M317 NANO MOUSE KABLOSUZ SILVER
202,108,http://www.teknolojiankara.com/Products-13818-corsair-value-4gb-1333mhz-ddr3-cl9-pc-ram-cmv4gx3m1a1333c9.html,CORSAIR Value 4GB 1333Mhz DDR3 CL9 Pc Ram CMV4GX3M1A1333C9,94,Bilgisayar Bileşenleri > Bellekler > CORSAIR
203,39,http://www.ucuzlukcu.com/urunler/philips-dlc2416-10-micro-mini-usb-to-usb-cevirici-kablo-rtegy/,Philips DLC2416/10 Micro + Mini Usb To Usb Çevirici Kablo,256,Bilgisayar > Sarf Malzemeleri > Çeviriciler
204,491,http://www.novabilgisayar.com/bilgi.asp?ID=10009,"GIGABYTE Z97X-Gaming 5, Z97, DDR3, Socket 1150",126,ANAKART > GIGABYTE > Z97X-Gaming 5
205,10,http://www.webdenal.com/frisby-fcr-40p_455781.html,Fcr-40p 4 In 1 Card Reader Ext,187,Fotoğraf / Elektronik > Hafıza Kartı > Kart Okuyucular
206,1849,http://www.hizlial.com/sony-xperia-z2-beyaz/10381030,Sony Xperia Z2 Beyaz,93,Telefon > Akıllı Telefonlar
207,48,http://www.incehesap.com/logitech-z150-fiyati-25110/,Logitech Z150 3W RMS Multimedya Hoparlör Beyaz,23,Bilgisayar > Çevre Birimleri > PC Hoparlör
208,186,http://www.extraucuzluk.com/urun/fakir-rf-09-9-dilimli-yagli-radyator_297090.aspx?CatId=6350,Fakir RF-09 9 Dilimli Yağlı Radyatör,227,Isıtma & Soğutma > Radyatörler
209,53,http://www.buroteknik.com/hp-c8721e-kartus_11233.html,HP C8721E 363 Photosmart 8250 3110 3210 3310 Siyah Kartuş,98,Toner Kartuş Şerit > Kartuş
210,284,http://www.exa.com.tr/xigmatek/power_supply/xigmatek_cpa070bcdu42-343-24225.html,Xigmatek CPA-070BCD-U42 700W 82 Plus Bronze PSU,225,Bilg.Parçaları > Power Supply
211,50,http://www.sanalreyonum.com/logitech-z150-11-siyah-speaker-6w-980-000814.html,Logitech Z150 1+1 Siyah Speaker 6W 980-000814,23,
212,35,http://www.vatanbilgisayar.com/lcd-hr610-10--24-hareketli-lcd-aski-aparati.html,"LCD-HR610 10""- 24"" HAREKETLİ LCD ASKI APARATI",101,Tüketici Elektroniği > Askı Aparatları ve Sehbalar > Askı Aparatları > EVEREST
213,2233,http://www.netsiparis.com/samsung-ue-48h6270-3d-smart-led-tv,Samsung UE-48H6270 3D Smart LED Tv,87,Elektronik/TV > Televizyonlar > Led Smart Tv > Samsung
214,318,http://www.telepanya.com/asp/product/85246/ASUS-ME176CX-1A008A-1-33GHz-QC-8GB-7-1280x800-WXGA-AND-4-4-WIFI-BT4-0-BLACK,"ASUS ME176CX-1A008A 1.33GHz QC 8GB 7""(1280x800) WXGA AND 4.4 WIFI BT4.0 BLACK",186,Bilgisayarlar
215,205,http://www.gold.com.tr/seagate-stdr1000201-bplus-slim-gumus-tasinabilir-disk_u,"Seagate STDR1000201 BPlus Slim Gümüş Taşınabilir Disk - 1TB 2,5inc 3.0",116,Bilgisayar > Veri Depolama > Taşınabilir Disk
216,238,http://www.deveyuku.com/urun/195-philips-203v5lsb26-5ms-siyah-led-monitor_153929.aspx,19.5 PHILIPS 203V5LSB26 5MS SİYAH LED MONİTÖR,31,Monitörler > Resim > Philips > 19.5 PHILIPS 203V5LSB26 5MS SİYAH LED MONİTÖR
217,51,http://www.bilisimport.com/airties-air-2411-300mbps-11n-kablosuz-usb-adaptor,AIRTIES AIR-2411 300MBPS 11N KABLOSUZ USB ADAPTOR,80,OEM & Çevre Birimleri > Kablosuz Ağ Ürünleri
218,55,"http://www.hemensepet.com/U210708,5558,logitech-mk240-kablosuz-usb-q-tr-mm-siyah-klavye-set-920-005789-klavye-mouse-takimi-logitech.htm",LOGITECH MK240 KABLOSUZ USB Q TR MM SİYAH KLAVYE SET 920-005789,179,Bilgisayar > Çevre Birimleri > Klavye > Klavye-Mouse Takımı
219,1366,http://www.webdenal.com/asus-poseidon-gtx780-p-3gd5_679850.html,"Poseidon Gtx780-p-3gd5, 3gb, Gddr5, 384 Bit, Ekran Kartı",90,Bilgisayar Ürünleri > Bilgisayar Bileşenleri (OEM) > Ekran Kartı
220,267,http://www.teknobiyotik.com/donanim/monitor/philips-206v3lsb2-20-5ms-wide-screen-lcd-monitor.html,"Philips 203V5LSB26/62 19,5"" 5ms Wide Screen Lcd Monitör",31,Monitör
221,34,http://www.vatanbilgisayar.com/16-gb-sd-ultra-c10--30mb_sn-hafiza-karti.html,SANDISK 16 GB SD ULTRA C10 30Mb/sn HAFIZA KARTI SDSDU-016G-U46,95,Tüketici Elektroniği > Hafıza Kartı > SDHC > SANDISK
222,14,"http://www.istanbulbilisim.com.tr/s-link-slx-971-usb2-0-3m-gold-kilifli-yazici-kablosu-fiyati,102718.html",S-link SLX-971 Usb2.0 3m Gold Kılıflı Yazıcı Kablosu,14,Antenler / Kablolar > S-Link
223,146,http://www.hizlial.com/cooler-master-n200-micro-atx-usb-30-siyah-kasa-rc-nse-200-kkn1/10397125,Cooler Master N200 Micro Atx Usb 3.0 Siyah Kasa (RC-NSE-200-KKN1),104,Bilgisayar > Bilgisayar Bileşenleri > Kasalar
